InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,return_flag,order_value,Month,Weekday,Hour,risk_score
C578991,35961,FOLKART ZINC HEART CHRISTMAS DEC,-1,2011-11-27 15:31:00,0.85,15555.0,United Kingdom,1,-0.85,11,Sunday,15,0.9978083793995156
C578991,20728,LUNCH BAG CARS BLUE,-1,2011-11-27 15:31:00,1.65,15555.0,United Kingdom,1,-1.65,11,Sunday,15,0.9999762691981898
C578991,20981,12 PENCILS TALL TUBE WOODLAND,-1,2011-11-27 15:31:00,0.85,15555.0,United Kingdom,1,-0.85,11,Sunday,15,0.9978083793995156
C579018,POST,POSTAGE,-1,2011-11-28 10:14:00,7.0,16678.0,United Kingdom,1,-7.0,11,Monday,10,1.0
C579090,84598,BOYS ALPHABET IRON ON PATCHES,-288,2011-11-28 10:48:00,0.21,12427.0,Germany,1,-60.48,11,Monday,10,1.0
C579092,POST,POSTAGE,-1,2011-11-28 10:50:00,4.41,16900.0,United Kingdom,1,-4.41,11,Monday,10,0.9999999999982674
C579092,16054,POPART RECT PENCIL SHARPENER ASST,-108,2011-11-28 10:50:00,0.12,16900.0,United Kingdom,1,-12.96,11,Monday,10,1.0
C579127,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-11-28 12:22:00,2.95,12674.0,France,1,-2.95,11,Monday,12,0.9999999964958315
C579140,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2011-11-28 13:05:00,4.25,16393.0,United Kingdom,1,-4.25,11,Monday,13,0.9999999999930254
C579140,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-2,2011-11-28 13:05:00,2.08,16393.0,United Kingdom,1,-4.16,11,Monday,13,0.9999999999939779
C579140,22993,SET OF 4 PANTRY JELLY MOULDS,-1,2011-11-28 13:05:00,1.25,16393.0,United Kingdom,1,-1.25,11,Monday,13,0.9998350199572901
C579140,23289,DOLLY GIRL CHILDRENS BOWL,-1,2011-11-28 13:05:00,1.25,16393.0,United Kingdom,1,-1.25,11,Monday,13,0.9998350199572901
C579140,23238,SET OF 4 KNICK KNACK TINS LONDON ,-2,2011-11-28 13:05:00,4.15,16393.0,United Kingdom,1,-8.3,11,Monday,13,1.0
C579169,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-28 14:26:00,3.75,17924.0,United Kingdom,1,-3.75,11,Monday,14,0.9999999998609965
C579172,22427,ENAMEL FLOWER JUG CREAM,-12,2011-11-28 14:31:00,5.45,17811.0,United Kingdom,1,-65.4,11,Monday,14,1.0
C579178,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-11-28 14:55:00,8.5,12362.0,Belgium,1,-17.0,11,Monday,14,1.0
C579178,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,2011-11-28 14:55:00,8.5,12362.0,Belgium,1,-17.0,11,Monday,14,1.0
C579178,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-3,2011-11-28 14:55:00,4.95,12362.0,Belgium,1,-14.85,11,Monday,14,1.0
C579186,23397,FOOT STOOL HOME SWEET HOME ,-2,2011-11-28 15:30:00,9.95,13238.0,United Kingdom,1,-19.9,11,Monday,15,1.0
C579192,POST,POSTAGE,-4,2011-11-28 15:43:00,18.0,12657.0,France,1,-72.0,11,Monday,15,1.0
C579192,23320,GIANT 50'S CHRISTMAS CRACKER,-12,2011-11-28 15:43:00,2.89,12657.0,France,1,-34.68,11,Monday,15,1.0
C579192,23318,BOX OF 6 MINI VINTAGE CRACKERS,-20,2011-11-28 15:43:00,2.49,12657.0,France,1,-49.8,11,Monday,15,1.0
C579192,22959,WRAP CHRISTMAS VILLAGE,-250,2011-11-28 15:43:00,0.42,12657.0,France,1,-105.0,11,Monday,15,1.0
C579192,22900,SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-11-28 15:43:00,3.25,12657.0,France,1,-19.5,11,Monday,15,1.0
C579192,22818,CARD CHRISTMAS VILLAGE,-72,2011-11-28 15:43:00,0.42,12657.0,France,1,-30.24,11,Monday,15,1.0
C579192,22809,SET OF 6 T-LIGHTS SANTA,-12,2011-11-28 15:43:00,2.95,12657.0,France,1,-35.400000000000006,11,Monday,15,1.0
C579192,22423,REGENCY CAKESTAND 3 TIER,-10,2011-11-28 15:43:00,12.75,12657.0,France,1,-127.5,11,Monday,15,1.0
C579192,22357,KINGS CHOICE BISCUIT TIN,-4,2011-11-28 15:43:00,4.25,12657.0,France,1,-17.0,11,Monday,15,1.0
C579195,CRUK,CRUK Commission,-1,2011-11-28 15:54:00,987.14,14096.0,United Kingdom,1,-987.14,11,Monday,15,1.0
C579266,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-24,2011-11-29 09:25:00,3.29,15621.0,United Kingdom,1,-78.96000000000001,11,Tuesday,9,1.0
C579277,22470,HEART OF WICKER LARGE,-10,2011-11-29 10:16:00,3.2,17450.0,United Kingdom,1,-32.0,11,Tuesday,10,1.0
C579347,23225,CHERUB HEART DECORATION SILVER ,-36,2011-11-29 11:47:00,0.83,17658.0,United Kingdom,1,-29.88,11,Tuesday,11,1.0
C579347,22163,HEART STRING MEMO HOLDER HANGING,-24,2011-11-29 11:47:00,0.79,17658.0,United Kingdom,1,-18.96,11,Tuesday,11,1.0
C579347,22584,PACK OF 6 PANETTONE GIFT BOXES,-14,2011-11-29 11:47:00,2.55,17658.0,United Kingdom,1,-35.7,11,Tuesday,11,1.0
C579347,22585,PACK OF 6 BIRDY GIFT TAGS,-20,2011-11-29 11:47:00,1.25,17658.0,United Kingdom,1,-25.0,11,Tuesday,11,1.0
C579366,POST,POSTAGE,-1,2011-11-29 11:56:00,9.72,14205.0,United Kingdom,1,-9.72,11,Tuesday,11,1.0
C579415,23169,CLASSIC GLASS COOKIE JAR,-4,2011-11-29 12:52:00,3.75,15311.0,United Kingdom,1,-15.0,11,Tuesday,12,1.0
C579431,23263,SET OF 3 WOODEN HEART DECORATIONS,-12,2011-11-29 13:09:00,1.25,17584.0,United Kingdom,1,-15.0,11,Tuesday,13,1.0
C579438,21533,RETROSPOT LARGE MILK JUG,-12,2011-11-29 13:26:00,4.25,14235.0,United Kingdom,1,-51.0,11,Tuesday,13,1.0
C579496,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-11-29 15:38:00,2.95,18161.0,United Kingdom,1,-5.9,11,Tuesday,15,0.9999999999999978
C579502,22946,WOODEN ADVENT CALENDAR CREAM,-1,2011-11-29 16:19:00,16.95,16759.0,United Kingdom,1,-16.95,11,Tuesday,16,1.0
C579519,23139,SINGLE WIRE HOOK PINK HEART,-12,2011-11-29 18:11:00,1.45,12748.0,United Kingdom,1,-17.4,11,Tuesday,18,1.0
C579521,22307,GOLD MUG BONE CHINA TREE OF LIFE,-6,2011-11-29 18:19:00,1.06,12748.0,United Kingdom,1,-6.36,11,Tuesday,18,1.0
C579521,21843,RED RETROSPOT CAKE STAND,-1,2011-11-29 18:19:00,10.95,12748.0,United Kingdom,1,-10.95,11,Tuesday,18,1.0
C579521,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-11-29 18:19:00,7.95,12748.0,United Kingdom,1,-7.95,11,Tuesday,18,1.0
C579532,POST,POSTAGE,-1,2011-11-30 09:21:00,18.0,12494.0,France,1,-18.0,11,Wednesday,9,1.0
C579532,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-4,2011-11-30 09:21:00,9.95,12494.0,France,1,-39.8,11,Wednesday,9,1.0
C579547,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-11-30 10:42:00,4.95,16764.0,United Kingdom,1,-4.95,11,Wednesday,10,0.9999999999999185
C579554,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-1,2011-11-30 11:05:00,4.25,13924.0,United Kingdom,1,-4.25,11,Wednesday,11,0.9999999999949591
C579554,22588,CARD HOLDER GINGHAM HEART,-2,2011-11-30 11:05:00,2.89,13924.0,United Kingdom,1,-5.78,11,Wednesday,11,0.999999999999998
C579562,23084,RABBIT NIGHT LIGHT,-1,2011-11-30 11:39:00,2.08,12553.0,France,1,-2.08,11,Wednesday,11,0.9999995902384438
C579562,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2011-11-30 11:39:00,1.65,12553.0,France,1,-1.65,11,Wednesday,11,0.999995328386061
C579710,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-4,2011-11-30 14:16:00,3.25,15467.0,United Kingdom,1,-13.0,11,Wednesday,14,1.0
C579739,22567,20 DOLLY PEGS RETROSPOT,-1,2011-11-30 14:28:00,1.45,16956.0,United Kingdom,1,-1.45,11,Wednesday,14,0.9999374271815572
C579739,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-1,2011-11-30 14:28:00,14.95,16956.0,United Kingdom,1,-14.95,11,Wednesday,14,1.0
C579746,35004B,SET OF 3 BLACK FLYING DUCKS,-3,2011-11-30 14:40:00,4.65,13078.0,United Kingdom,1,-13.95,11,Wednesday,14,1.0
C579748,23229,VINTAGE DONKEY TAIL GAME ,-1,2011-11-30 14:41:00,3.75,14875.0,United Kingdom,1,-3.75,11,Wednesday,14,0.9999999998609965
C579752,72802C,VANILLA SCENT CANDLE JEWELLED BOX,-1,2011-11-30 14:46:00,3.81,13777.0,United Kingdom,1,-3.81,11,Wednesday,14,0.9999999999010203
C579752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-11-30 14:46:00,2.55,13777.0,United Kingdom,1,-2.55,11,Wednesday,14,0.9999998762289672
C579753,22434,BALLOON PUMP WITH 10 BALLOONS,-16,2011-11-30 14:48:00,1.95,15484.0,United Kingdom,1,-31.2,11,Wednesday,14,1.0
C579756,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-11-30 14:54:00,3.95,14733.0,United Kingdom,1,-3.95,11,Wednesday,14,0.9999999999551847
C579756,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-11-30 14:54:00,8.5,14733.0,United Kingdom,1,-8.5,11,Wednesday,14,1.0
C579758,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-30 14:58:00,10.95,14644.0,United Kingdom,1,-10.95,11,Wednesday,14,1.0
C579760,22620,4 TRADITIONAL SPINNING TOPS,-2,2011-11-30 15:05:00,1.45,17096.0,United Kingdom,1,-2.9,11,Wednesday,15,0.9999999967415898
C579764,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-11-30 15:07:00,2.95,14936.0,Channel Islands,1,-2.95,11,Wednesday,15,0.9999999940610087
C579764,23486,ANTIQUE HEART SHELF UNIT,-1,2011-11-30 15:07:00,16.65,14936.0,Channel Islands,1,-16.65,11,Wednesday,15,1.0
C579766,23486,ANTIQUE HEART SHELF UNIT,-1,2011-11-30 15:08:00,16.65,15793.0,United Kingdom,1,-16.65,11,Wednesday,15,1.0
C579776,23118,PARISIENNE JEWELLERY DRAWER ,-1,2011-11-30 15:12:00,7.5,13212.0,United Kingdom,1,-7.5,11,Wednesday,15,1.0
C579778,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:14:00,9.95,14217.0,United Kingdom,1,-9.95,11,Wednesday,15,1.0
C579780,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:18:00,9.95,14217.0,United Kingdom,1,-9.95,11,Wednesday,15,1.0
C579781,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-11-30 15:20:00,2.95,17451.0,United Kingdom,1,-2.95,11,Wednesday,15,0.9999999848668266
C579781,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,2011-11-30 15:20:00,4.95,17451.0,United Kingdom,1,-29.700000000000003,11,Wednesday,15,1.0
C579782,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:20:00,9.95,17451.0,United Kingdom,1,-9.95,11,Wednesday,15,1.0
C579783,23597,PAPER BUNTING PAISLEY PARK,-6,2011-11-30 15:21:00,2.95,17727.0,United Kingdom,1,-17.700000000000003,11,Wednesday,15,1.0
C579785,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-11-30 15:29:00,4.95,12584.0,Italy,1,-9.9,11,Wednesday,15,1.0
C579785,22847,BREAD BIN DINER STYLE IVORY,-3,2011-11-30 15:29:00,16.95,12584.0,Italy,1,-50.85,11,Wednesday,15,1.0
C579785,22845,VINTAGE CREAM CAT FOOD CONTAINER,-3,2011-11-30 15:29:00,6.35,12584.0,Italy,1,-19.05,11,Wednesday,15,1.0
C579785,22844,VINTAGE CREAM DOG FOOD CONTAINER,-3,2011-11-30 15:29:00,8.5,12584.0,Italy,1,-25.5,11,Wednesday,15,1.0
C579785,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-11-30 15:29:00,2.95,12584.0,Italy,1,-2.95,11,Wednesday,15,0.9999999940850801
C579791,23485,BOTANICAL GARDENS WALL CLOCK ,-4,2011-11-30 15:43:00,20.8,15969.0,United Kingdom,1,-83.2,11,Wednesday,15,1.0
C579864,22120,WELCOME  WOODEN BLOCK LETTERS,-9,2011-11-30 16:37:00,9.95,12584.0,Italy,1,-89.55,11,Wednesday,16,1.0
C579866,23485,BOTANICAL GARDENS WALL CLOCK ,-2,2011-11-30 16:39:00,20.5,17528.0,United Kingdom,1,-41.0,11,Wednesday,16,1.0
C579869,23428,IVORY RETRO KITCHEN WALL CLOCK,-2,2011-11-30 16:44:00,8.15,14189.0,United Kingdom,1,-16.3,11,Wednesday,16,1.0
C579871,20727,LUNCH BAG  BLACK SKULL.,-1,2011-11-30 16:54:00,1.65,16101.0,United Kingdom,1,-1.65,11,Wednesday,16,0.9999720861784174
C579876,22979,PANTRY WASHING UP BRUSH,-4,2011-11-30 17:02:00,1.45,18059.0,United Kingdom,1,-5.8,11,Wednesday,17,1.0
C579876,23013,GLASS APOTHECARY BOTTLE TONIC,-1,2011-11-30 17:02:00,3.95,18059.0,United Kingdom,1,-3.95,11,Wednesday,17,0.9999999999270621
C579877,23113,PANTRY CHOPPING BOARD,-1,2011-11-30 17:07:00,4.95,16240.0,United Kingdom,1,-4.95,11,Wednesday,17,0.999999999999746
C579877,22489,PACK OF 12 TRADITIONAL CRAYONS,-1,2011-11-30 17:07:00,0.42,16240.0,United Kingdom,1,-0.42,11,Wednesday,17,0.9665126515008272
C579877,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-11-30 17:07:00,4.95,16240.0,United Kingdom,1,-4.95,11,Wednesday,17,0.999999999999746
C579877,21790,VINTAGE SNAP CARDS,-1,2011-11-30 17:07:00,0.85,16240.0,United Kingdom,1,-0.85,11,Wednesday,17,0.9969701732319926
C579878,84849A,HELLO SAILOR BLUE SOAP HOLDER,-16,2011-11-30 17:12:00,1.69,17340.0,United Kingdom,1,-27.04,11,Wednesday,17,1.0
C579878,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-11-30 17:12:00,6.95,17340.0,United Kingdom,1,-6.95,11,Wednesday,17,1.0
C579878,23542,WALL ART 70'S ALPHABET ,-3,2011-11-30 17:12:00,8.25,17340.0,United Kingdom,1,-24.75,11,Wednesday,17,1.0
C579878,23169,CLASSIC GLASS COOKIE JAR,-4,2011-11-30 17:12:00,4.15,17340.0,United Kingdom,1,-16.6,11,Wednesday,17,1.0
C579878,22728,ALARM CLOCK BAKELIKE PINK,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom,1,-7.5,11,Wednesday,17,1.0
C579878,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom,1,-7.5,11,Wednesday,17,1.0
C579878,22467,GUMBALL COAT RACK,-5,2011-11-30 17:12:00,2.55,17340.0,United Kingdom,1,-12.75,11,Wednesday,17,1.0
C579878,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-30 17:12:00,12.75,17340.0,United Kingdom,1,-12.75,11,Wednesday,17,1.0
C579878,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,2011-11-30 17:12:00,0.65,17340.0,United Kingdom,1,-3.9,11,Wednesday,17,1.0
C579878,21314,SMALL GLASS HEART TRINKET POT,-1,2011-11-30 17:12:00,2.1,17340.0,United Kingdom,1,-2.1,11,Wednesday,17,0.9999974281742909
C579882,21871,SAVE THE PLANET MUG,-6,2011-11-30 17:28:00,1.65,13050.0,United Kingdom,1,-9.9,11,Wednesday,17,1.0
C579882,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-11-30 17:28:00,4.95,13050.0,United Kingdom,1,-4.95,11,Wednesday,17,0.999999999999746
C579883,21535,RED RETROSPOT SMALL MILK JUG,-1,2011-11-30 17:32:00,2.55,14194.0,United Kingdom,1,-2.55,11,Wednesday,17,0.9999997985602892
C579883,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-11-30 17:32:00,4.15,14194.0,United Kingdom,1,-16.6,11,Wednesday,17,1.0
C579884,D,Discount,-1,2011-11-30 17:34:00,20.53,14527.0,United Kingdom,1,-20.53,11,Wednesday,17,1.0
C579886,22163,HEART STRING MEMO HOLDER HANGING,-1,2011-11-30 17:39:00,0.79,15676.0,United Kingdom,1,-0.79,11,Wednesday,17,0.9957502272251542
C579886,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-1,2011-11-30 17:39:00,0.29,15676.0,United Kingdom,1,-0.29,11,Wednesday,17,0.9325640965839976
C579886,23370,SET 36 COLOURING PENCILS DOILY,-1,2011-11-30 17:39:00,1.25,15676.0,United Kingdom,1,-1.25,11,Wednesday,17,0.9996842083008306
C579886,22594,CHRISTMAS GINGHAM TREE,-1,2011-11-30 17:39:00,0.85,15676.0,United Kingdom,1,-0.85,11,Wednesday,17,0.9969701732319926
C579886,21172,PARTY METAL SIGN ,-1,2011-11-30 17:39:00,1.45,15676.0,United Kingdom,1,-1.45,11,Wednesday,17,0.9998981655381374
C579886,23491,VINTAGE JINGLE BELLS HEART,-1,2011-11-30 17:39:00,8.25,15676.0,United Kingdom,1,-8.25,11,Wednesday,17,1.0
C579886,85088,CANDY SPOT HAND BAG,-2,2011-11-30 17:39:00,2.1,15676.0,United Kingdom,1,-4.2,11,Wednesday,17,0.9999999999904614
C579886,23460,SWEETHEART WALL TIDY ,-2,2011-11-30 17:39:00,9.95,15676.0,United Kingdom,1,-19.9,11,Wednesday,17,1.0
C579886,23458,DOLLY CABINET 3 DRAWERS ,-2,2011-11-30 17:39:00,14.95,15676.0,United Kingdom,1,-29.9,11,Wednesday,17,1.0
C579886,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-3,2011-11-30 17:39:00,6.75,15676.0,United Kingdom,1,-20.25,11,Wednesday,17,1.0
C579886,22197,POPCORN HOLDER,-1,2011-11-30 17:39:00,0.85,15676.0,United Kingdom,1,-0.85,11,Wednesday,17,0.9969701732319926
C579886,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-11-30 17:39:00,3.29,15676.0,United Kingdom,1,-3.29,11,Wednesday,17,0.9999999969434652
C579887,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,2011-11-30 17:42:00,1.25,16717.0,United Kingdom,1,-1.25,11,Wednesday,17,0.9996842083008306
C579887,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-11-30 17:42:00,7.95,16717.0,United Kingdom,1,-7.95,11,Wednesday,17,1.0
C579887,23490,T-LIGHT HOLDER HANGING LOVE BIRD,-3,2011-11-30 17:42:00,3.75,16717.0,United Kingdom,1,-11.25,11,Wednesday,17,1.0
C579889,23245,SET OF 3 REGENCY CAKE TINS,-8,2011-12-01 08:12:00,4.15,13853.0,United Kingdom,1,-33.2,12,Thursday,8,1.0
C579890,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2011-12-01 08:14:00,1.25,15197.0,United Kingdom,1,-1.25,12,Thursday,8,0.9999296153572971
C579890,23374,RED SPOT PAPER GIFT BAG,-1,2011-12-01 08:14:00,0.82,15197.0,United Kingdom,1,-0.82,12,Thursday,8,0.9991981416008887
C579890,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-2,2011-12-01 08:14:00,0.85,15197.0,United Kingdom,1,-1.7,12,Thursday,8,0.9999997043337666
C579891,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 08:18:00,25.0,13644.0,United Kingdom,1,-25.0,12,Thursday,8,1.0
C579891,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-12-01 08:18:00,0.29,13644.0,United Kingdom,1,-1.7399999999999998,12,Thursday,8,0.9999999999999889
C579892,23461,SWEETHEART BIRD HOUSE,-4,2011-12-01 08:23:00,4.15,13310.0,United Kingdom,1,-16.6,12,Thursday,8,1.0
C579893,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-12-01 08:25:00,9.95,13468.0,United Kingdom,1,-19.9,12,Thursday,8,1.0
C579894,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,2011-12-01 08:26:00,3.95,13098.0,United Kingdom,1,-3.95,12,Thursday,8,0.9999999999837474
C579894,23568,EGG CUP HENRIETTA HEN CREAM ,-1,2011-12-01 08:26:00,1.25,13098.0,United Kingdom,1,-1.25,12,Thursday,8,0.9999296153572971
C579894,23319,BOX OF 6 MINI 50'S CRACKERS,-6,2011-12-01 08:26:00,2.08,13098.0,United Kingdom,1,-12.48,12,Thursday,8,1.0
C579895,23374,RED SPOT PAPER GIFT BAG,-5,2011-12-01 08:27:00,0.82,14329.0,United Kingdom,1,-4.1,12,Thursday,8,1.0
C579896,23456,MEDIUM PARLOUR PICTURE FRAME ,-2,2011-12-01 08:27:00,4.15,13971.0,United Kingdom,1,-8.3,12,Thursday,8,1.0
C579897,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,-2,2011-12-01 08:29:00,3.75,17636.0,United Kingdom,1,-7.5,12,Thursday,8,1.0
C579897,23256,CHILDRENS CUTLERY SPACEBOY ,-1,2011-12-01 08:29:00,4.15,17636.0,United Kingdom,1,-4.15,12,Thursday,8,0.99999999999476
C579897,23203,JUMBO BAG VINTAGE DOILY ,-1,2011-12-01 08:29:00,2.08,17636.0,United Kingdom,1,-2.08,12,Thursday,8,0.9999993582396818
C579897,22470,HEART OF WICKER LARGE,-2,2011-12-01 08:29:00,2.95,17636.0,United Kingdom,1,-5.9,12,Thursday,8,0.9999999999999993
C579898,22153,ANGEL DECORATION STARS ON DRESS,-1,2011-12-01 08:32:00,0.42,14299.0,United Kingdom,1,-0.42,12,Thursday,8,0.992338677605766
C579898,22969,HOMEMADE JAM SCENTED CANDLES,-1,2011-12-01 08:32:00,1.45,14299.0,United Kingdom,1,-1.45,12,Thursday,8,0.9999773065907009
C579902,23169,CLASSIC GLASS COOKIE JAR,-1,2011-12-01 08:39:00,4.15,13365.0,United Kingdom,1,-4.15,12,Thursday,8,0.99999999999476
C579902,23165,LARGE CERAMIC TOP STORAGE JAR,-2,2011-12-01 08:39:00,1.65,13365.0,United Kingdom,1,-3.3,12,Thursday,8,0.9999999998489719
C579902,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-3,2011-12-01 08:39:00,5.95,13365.0,United Kingdom,1,-17.85,12,Thursday,8,1.0
C579902,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-12-01 08:39:00,2.95,13365.0,United Kingdom,1,-8.850000000000001,12,Thursday,8,1.0
C579903,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-7,2011-12-01 08:41:00,1.95,18130.0,United Kingdom,1,-13.65,12,Thursday,8,1.0
C579904,85066,CREAM SWEETHEART MINI CHEST,-2,2011-12-01 08:43:00,12.75,17049.0,United Kingdom,1,-25.5,12,Thursday,8,1.0
C579904,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-2,2011-12-01 08:43:00,8.95,17049.0,United Kingdom,1,-17.9,12,Thursday,8,1.0
C579904,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-12-01 08:43:00,6.95,17049.0,United Kingdom,1,-13.9,12,Thursday,8,1.0
C579905,22197,POPCORN HOLDER,-12,2011-12-01 08:44:00,0.72,13078.0,United Kingdom,1,-8.64,12,Thursday,8,1.0
C579906,22621,TRADITIONAL KNITTING NANCY,-1,2011-12-01 08:46:00,1.65,17063.0,United Kingdom,1,-1.65,12,Thursday,8,0.9999926834297445
C579908,D,Discount,-1,2011-12-01 08:49:00,28.68,14527.0,United Kingdom,1,-28.68,12,Thursday,8,1.0
C579911,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2011-12-01 08:53:00,1.25,14525.0,United Kingdom,1,-1.25,12,Thursday,8,0.9999296153572971
C579911,23085,ANTIQUE SILVER BAUBLE LAMP  ,-1,2011-12-01 08:53:00,10.4,14525.0,United Kingdom,1,-10.4,12,Thursday,8,1.0
C579912,84949,SILVER HANGING T-LIGHT HOLDER,-11,2011-12-01 08:54:00,1.45,17044.0,United Kingdom,1,-15.95,12,Thursday,8,1.0
C579913,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-12-01 08:55:00,3.95,14626.0,United Kingdom,1,-3.95,12,Thursday,8,0.9999999999837474
C579914,22867,HAND WARMER BIRD DESIGN,-4,2011-12-01 08:56:00,2.1,13267.0,United Kingdom,1,-8.4,12,Thursday,8,1.0
C579914,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-4,2011-12-01 08:56:00,1.65,13267.0,United Kingdom,1,-6.6,12,Thursday,8,1.0
C579915,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-12-01 08:56:00,3.75,16570.0,United Kingdom,1,-7.5,12,Thursday,8,1.0
C579918,23169,CLASSIC GLASS COOKIE JAR,-2,2011-12-01 08:58:00,4.15,13410.0,United Kingdom,1,-8.3,12,Thursday,8,1.0
C579919,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-12-01 09:00:00,8.5,17540.0,United Kingdom,1,-8.5,12,Thursday,9,1.0
C579923,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-12-01 09:06:00,4.95,17071.0,United Kingdom,1,-4.95,12,Thursday,9,0.9999999999999334
C579924,23168,CLASSIC CAFE SUGAR DISPENSER,-3,2011-12-01 09:13:00,1.25,16293.0,United Kingdom,1,-3.75,12,Thursday,9,0.9999999999992537
C579925,21240,BLUE POLKADOT CUP,-3,2011-12-01 09:16:00,0.85,15544.0,United Kingdom,1,-2.55,12,Thursday,9,0.999999999848153
C579926,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-12-01 09:19:00,0.72,14389.0,United Kingdom,1,-0.72,12,Thursday,9,0.9983402877342923
C579926,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,1,-2.08,12,Thursday,9,0.9999992451137522
C579926,85099B,JUMBO BAG RED RETROSPOT,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,1,-2.08,12,Thursday,9,0.9999992451137522
C579926,23207,LUNCH BAG ALPHABET DESIGN,-2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom,1,-3.3,12,Thursday,9,0.9999999998223494
C579926,23204,CHARLOTTE BAG APPLES DESIGN,-2,2011-12-01 09:19:00,0.72,14389.0,United Kingdom,1,-1.44,12,Thursday,9,0.9999988081586092
C579926,23199,JUMBO BAG APPLES,-5,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,1,-10.4,12,Thursday,9,1.0
C579926,23200,JUMBO BAG PEARS,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,1,-2.08,12,Thursday,9,0.9999992451137522
C579926,20727,LUNCH BAG  BLACK SKULL.,-2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom,1,-3.3,12,Thursday,9,0.9999999998223494
C579928,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 09:29:00,25.0,14121.0,United Kingdom,1,-25.0,12,Thursday,9,1.0
